path,sample,cohort
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFCKVV_E100009727_L01/filtered_nohost1.fq.gz,VFCKVV,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F047/00.RawData/VFCKVV/VFCKVV_350.raw.fq1.gz,VFCKVV,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F039/00.RawData/VFDNLO/VFDNLO_350.raw.fq1.gz,VFDNLO,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFDNLO_E100013117_L01/filtered_nohost1.fq.gz,VFDNLO,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/VFESFK/VFESFK_350.raw.fq1.gz,VFESFK,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFESFK_E100013124_L01/filtered_nohost1.fq.gz,VFESFK,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFEW39_E100010953_L01/filtered_nohost1.fq.gz,VFEW39,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F038/00.RawData/VFEW39/VFEW39_350.raw.fq1.gz,VFEW39,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFFGHI_E100013108_L01/filtered_nohost1.fq.gz,VFFGHI,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/VFFGHI/VFFGHI_350.raw.fq1.gz,VFFGHI,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F014/00.RawData/VFGNRB/VFGNRB_350.raw.fq1.gz,VFGNRB,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VFGNRB/E100013128_L01_126_1.fq.gz,VFGNRB,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F008/00.RawData/VFGPWM/VFGPWM_350.raw.fq1.gz,VFGPWM,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFGPWM_E100013106_L01/filtered_nohost1.fq.gz,VFGPWM,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFHHQN_E100016707_L01/filtered_nohost1.fq.gz,VFHHQN,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F013/00.RawData/VFHHQN/VFHHQN_350.raw.fq1.gz,VFHHQN,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFHVX3_E100013108_L01/filtered_nohost1.fq.gz,VFHVX3,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/VFHVX3/VFHVX3_350.raw.fq1.gz,VFHVX3,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFJPCF_E100016707_L01/filtered_nohost1.fq.gz,VFJPCF,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F038/00.RawData/VFJPCF/VFJPCF_350.raw.fq1.gz,VFJPCF,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFJRMI_E100013458_L01/filtered_nohost1.fq.gz,VFJRMI,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F045/00.RawData/VFJRMI/VFJRMI_350.raw.fq1.gz,VFJRMI,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VFK4IA/VFK4IA_350.raw.fq1.gz,VFK4IA,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFK4IA_E100013458_L01/filtered_nohost1.fq.gz,VFK4IA,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/VFKD1E/VFKD1E_350.raw.fq1.gz,VFKD1E,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFKD1E_E100013118_L01/filtered_nohost1.fq.gz,VFKD1E,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFKGL6_E100013124_L01/filtered_nohost1.fq.gz,VFKGL6,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F032/00.RawData/VFKGL6/VFKGL6_350.raw.fq1.gz,VFKGL6,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F020/00.RawData/VFKPO9/VFKPO9_350.raw.fq1.gz,VFKPO9,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VFKPO9/V350019180_L01_89_1.fq.gz,VFKPO9,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VFKPO9/V350019180_L02_89_1.fq.gz,VFKPO9,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFKVQQ_E100010924_L01/filtered_nohost1.fq.gz,VFKVQQ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F046/00.RawData/VFKVQQ/VFKVQQ_350.raw.fq1.gz,VFKVQQ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F049/00.RawData/VFKY0K/VFKY0K_350.raw.fq1.gz,VFKY0K,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFKY0K_E100013421_L01/filtered_nohost1.fq.gz,VFKY0K,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F028/00.RawData/VFLZKF/VFLZKF_350.raw.fq1.gz,VFLZKF,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab20_VFLZKF_E100013135_L01/filtered_nohost1.fq.gz,VFLZKF,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F038/00.RawData/VFN61K/VFN61K_350.raw.fq1.gz,VFN61K,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFN61K_E100010953_L01/filtered_nohost1.fq.gz,VFN61K,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFNDWT_E100013458_L01/filtered_nohost1.fq.gz,VFNDWT,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/VFNDWT/VFNDWT_350.raw.fq1.gz,VFNDWT,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/VFNMNC/VFNMNC_350.raw.fq1.gz,VFNMNC,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VFNMNC/V300082561_L03_61_1.fq.gz,VFNMNC,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VFNMQX/V300082561_L04_88_1.fq.gz,VFNMQX,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F028/00.RawData/VFNMQX/VFNMQX_350.raw.fq1.gz,VFNMQX,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFNUW6_E100013458_L01/filtered_nohost1.fq.gz,VFNUW6,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F028/00.RawData/VFNUW6/VFNUW6_350.raw.fq1.gz,VFNUW6,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/VFOJNG/VFOJNG_350.raw.fq1.gz,VFOJNG,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFOJNG_E100009727_L01/filtered_nohost1.fq.gz,VFOJNG,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F045/00.RawData/VFPGHQ/VFPGHQ_350.raw.fq1.gz,VFPGHQ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFPGHQ_E100016770_L01/filtered_nohost1.fq.gz,VFPGHQ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VFPSDX/VFPSDX_350.raw.fq1.gz,VFPSDX,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFPSDX_E100010235_L01/filtered_nohost1.fq.gz,VFPSDX,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F017/00.RawData/VFQSEI/VFQSEI_350.raw.fq1.gz,VFQSEI,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFQSEI_E100013108_L01/filtered_nohost1.fq.gz,VFQSEI,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F046/00.RawData/VFR59D/VFR59D_350.raw.fq1.gz,VFR59D,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab20_VFR59D_E100009727_L01/filtered_nohost1.fq.gz,VFR59D,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/VFRA8A/VFRA8A_350.raw.fq1.gz,VFRA8A,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab64_VFRA8A_E100015864_L01/filtered_nohost1.fq.gz,VFRA8A,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F005/00.RawData/VFRTH4/VFRTH4_350.raw.fq1.gz,VFRTH4,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFRTH4_E100009678_L01/filtered_nohost1.fq.gz,VFRTH4,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F049/00.RawData/VFSO8C/VFSO8C_350.raw.fq1.gz,VFSO8C,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFSO8C_E100016770_L01/filtered_nohost1.fq.gz,VFSO8C,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFSPEO_E100016768_L01/filtered_nohost1.fq.gz,VFSPEO,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F017/00.RawData/VFSPEO/VFSPEO_350.raw.fq1.gz,VFSPEO,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F013/00.RawData/VFSRVU/VFSRVU_350.raw.fq1.gz,VFSRVU,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F005/00.RawData/VFSXMT/VFSXMT_350.raw.fq1.gz,VFSXMT,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFSXMT_E100013106_L01/filtered_nohost1.fq.gz,VFSXMT,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F022/00.RawData/VFT4Q5/VFT4Q5_350.raw.fq1.gz,VFT4Q5,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFT4Q5_E100016770_L01/filtered_nohost1.fq.gz,VFT4Q5,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFUUDP_E100009727_L01/filtered_nohost1.fq.gz,VFUUDP,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/VFUUDP/VFUUDP_350.raw.fq1.gz,VFUUDP,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F031/00.RawData/VFV8VW/VFV8VW_350.raw.fq1.gz,VFV8VW,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFV8VW_E100009887_L01/filtered_nohost1.fq.gz,VFV8VW,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/VFVYBJ/VFVYBJ_350.raw.fq1.gz,VFVYBJ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F049/00.RawData/VFW83R/VFW83R_350.raw.fq1.gz,VFW83R,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFWOPB_E100013104_L01/filtered_nohost1.fq.gz,VFWOPB,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F048/00.RawData/VFWOPB/VFWOPB_350.raw.fq1.gz,VFWOPB,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFXAS9_E100009887_L01/filtered_nohost1.fq.gz,VFXAS9,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F013/00.RawData/VFXAS9/VFXAS9_350.raw.fq1.gz,VFXAS9,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/VFXVVZ/VFXVVZ_350.raw.fq1.gz,VFXVVZ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFXVVZ_E100013189_L01/filtered_nohost1.fq.gz,VFXVVZ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFXXKS_E100013189_L01/filtered_nohost1.fq.gz,VFXXKS,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/VFXXKS/VFXXKS_350.raw.fq1.gz,VFXXKS,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFYJB2_E100013124_L01/filtered_nohost1.fq.gz,VFYJB2,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VFYJB2/VFYJB2_350.raw.fq1.gz,VFYJB2,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F008/00.RawData/VFYN1S/VFYN1S_350.raw.fq1.gz,VFYN1S,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFZ765_E100012874_L01/filtered_nohost1.fq.gz,VFZ765,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F036/00.RawData/VFZ765/VFZ765_350.raw.fq1.gz,VFZ765,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F043/00.RawData/VFZRX0/VFZRX0_350.raw.fq1.gz,VFZRX0,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VFZRX0_E100016770_L01/filtered_nohost1.fq.gz,VFZRX0,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/VFZWF3/VFZWF3_350.raw.fq1.gz,VFZWF3,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VFZWF3/V300082561_L04_53_1.fq.gz,VFZWF3,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F047/00.RawData/VG1FTY/VG1FTY_350.raw.fq1.gz,VG1FTY,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab20_VG1FTY_E100013465_L01/filtered_nohost1.fq.gz,VG1FTY,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F022/00.RawData/VG2I1V/VG2I1V_350.raw.fq1.gz,VG2I1V,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG2I1V_E100010924_L01/filtered_nohost1.fq.gz,VG2I1V,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/VG2PS6/VG2PS6_350.raw.fq1.gz,VG2PS6,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG2PS6_E100013100_L01/filtered_nohost1.fq.gz,VG2PS6,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG2ZKB_E100013100_L01/filtered_nohost1.fq.gz,VG2ZKB,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F045/00.RawData/VG2ZKB/VG2ZKB_350.raw.fq1.gz,VG2ZKB,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VG36F3/VG36F3_350.raw.fq1.gz,VG36F3,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab20_VG36F3_E100013117_L01/filtered_nohost1.fq.gz,VG36F3,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VG36HN/E100013128_L01_63_1.fq.gz,VG36HN,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F054/00.RawData/VG36HN/VG36HN_350.raw.fq1.gz,VG36HN,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/VG3AQD/VG3AQD_350.raw.fq1.gz,VG3AQD,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F042/00.RawData/VG40EF/VG40EF_350.raw.fq1.gz,VG40EF,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG40EF_E100013465_L01/filtered_nohost1.fq.gz,VG40EF,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F054/00.RawData/VG442A/VG442A_350.raw.fq1.gz,VG442A,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG442A_E100013108_L01/filtered_nohost1.fq.gz,VG442A,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F003/00.RawData/VG5FYD/VG5FYD_350.raw.fq1.gz,VG5FYD,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG5FYD_E100010235_L01/filtered_nohost1.fq.gz,VG5FYD,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/VG71B8/VG71B8_350.raw.fq1.gz,VG71B8,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG71B8_E100013189_L01/filtered_nohost1.fq.gz,VG71B8,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VG75GW/V300082560_L01_92_1.fq.gz,VG75GW,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/VG75GW/VG75GW_350.raw.fq1.gz,VG75GW,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F017/00.RawData/VG76GK/VG76GK_350.raw.fq1.gz,VG76GK,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG76GK_E100013108_L01/filtered_nohost1.fq.gz,VG76GK,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/VG8Z98/VG8Z98_350.raw.fq1.gz,VG8Z98,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VG8Z98_E100010235_L01/filtered_nohost1.fq.gz,VG8Z98,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F053/00.RawData/VG9SBS/VG9SBS_350.raw.fq1.gz,VG9SBS,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F008/00.RawData/VG9VFV/VG9VFV_350.raw.fq1.gz,VG9VFV,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VG9VFV/V300063973_L02_49_1.fq.gz,VG9VFV,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab65_VGAIX6_E100013124_L01/filtered_nohost1.fq.gz,VGAIX6,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F047/00.RawData/VGAIX6/VGAIX6_350.raw.fq1.gz,VGAIX6,Illumina
